"export-world data (NetLogo 6.1.1)"
"NetLogo_PSO_Playground.nlogo"
"01/05/2025 21:10:15:384 +0100"

"RANDOM STATE"
"0 0 -1727483681 533 1.1224042901701319 false -994058704 1710434087 1813530815 -1547595593 6980942 1012384281 179626276 2018130674 404073502 -748303768 517034874 -529678012 713918911 1245770230 -384032024 -866079881 -1741033444 -701795027 -1708482969 2000003554 1885807212 -883531840 -375291257 -2001768380 1185946278 -632608544 -656387276 356515425 -1226890970 1873276715 -853158231 -420599976 -363276029 -2024986410 1850553838 -1724285843 -170145696 1119572547 1644578526 574478876 -473801738 963515642 -1181948908 -137634880 -1918194777 -1396393320 129445447 -1647621699 -694049863 -966133083 -2021810016 2097833932 1929090003 490343689 -1850787922 -467604936 -1875778773 -2020115562 1117673466 2113313860 1472946557 -2027527884 -192898746 268087967 -147485437 -1391837336 -254202131 -458627752 -251755717 -805495970 146750203 -915419924 -336300917 -1607903770 -1989765831 796072870 -192354177 -1188143142 -945083784 -1058863802 577822049 -1345625638 -977921906 -567245321 -678077374 -1725956296 1620509511 -69077282 -1492027730 1105189326 -1446479871 -1088645504 2086349886 110282242 -1226634635 642836378 1182761967 -1809165824 -1152794325 1780778446 403919216 -1104201596 -1837283091 497880100 -417579065 877620897 1779226729 1348687856 1033903792 215377867 1378095571 374587688 -1918897192 -1436299905 -529159980 687512571 -1738121834 729914685 -1567200063 -416449843 -1416953104 -151768311 722965222 -1271636767 -771802477 -2016616190 1681201102 1296674721 -24972391 175022253 -554238865 1231151062 -1342525388 -208547295 775005509 -2060660276 -1990214601 1143661581 2107262568 1997468154 -637883921 2002635025 -449916205 -716602736 -825649246 606763373 244435223 -530639348 -850074270 -277798044 -1544668797 -2031071015 -623181048 -1437168108 -1480869050 -1358994039 1490795956 790411463 2097965892 1918798499 870746988 1026128568 -1147492216 -517638419 835897888 -234831499 -615876981 83860571 1071168333 1164106512 730582623 824959378 -1217704075 1519716087 1402793074 -1886151903 920741805 1785134279 176729307 1713726804 113246121 1457732296 1503999483 -1582672033 1364554823 1649545011 804598541 -1024687406 2010361621 1605149232 1139206044 956041267 -1465701557 -1416789496 -726194698 -1341267312 976313425 -60889001 467730204 -1035829157 1575371609 1402367263 681661015 -557568414 1777426751 -1546834976 -680055891 1543444529 -903690671 -408185156 -71920641 -1554599460 1041309232 -823386272 1385926532 -1955522434 -1785587061 -1373882032 -1876895600 351695161 817545057 821733691 1665077184 -888929613 189744372 -474217733 -770178251 -1198607260 -1431689330 1143488524 999651571 -280638184 -1408079440 -2128142561 238157354 55518902 1499955995 648591524 -1908803981 205135706 1609850902 1401146778 663010557 474303708 -177590599 -746984679 -964312160 -234545268 -2122899752 1685025375 1852346632 -827905315 -691613005 -16468277 -1635105476 1627265835 -496103260 -1609702531 -423902096 -1895257522 -452046811 1155647506 -1645358843 -1799211038 -1838403578 971454487 1549662667 -1610953091 -1138064953 1662875071 -2094305773 968269833 454040292 -1018405475 -532742951 -2097528999 1412940893 1694490618 1191653142 -200836234 -2136031332 1517848536 1968096328 1128275481 -713132919 1104907335 -608453979 20490105 1409636236 437496996 655071397 -204789887 -1679311627 -196315549 -1209079612 -900602798 -1888079680 1611683540 -439876866 733514505 694660939 814287260 -888316225 85957369 427443650 -566008486 311581794 743226932 906920362 2013242038 -1768543534 781285267 1909192096 -447612484 -1771760752 -2083610039 -1188172140 -519460713 9565334 1449783375 818664149 -986479539 563415351 2051651221 -1647722550 844049459 -91665874 1525966224 701123132 1963644580 2056516230 -701155686 287736172 -119184575 -433143178 1712377814 -1518022200 -776177232 1982648625 259581026 -629924395 -1581756647 -1785186945 17807407 -2083482173 -1715662771 -252912015 62196705 -1133194934 1838054682 -1689254836 2137572551 1778092004 -1114112003 -1172702850 -7601012 1966527326 1380056746 -126663753 -365089148 746815335 -44110739 367965644 -1915354662 2054272885 -619652873 -885596266 2094890805 1771785938 -1422457587 -1756357455 511367647 -1959674647 -2057804308 484430836 -224734943 504395615 -626545334 -1228425172 -1873015530 -410367904 -1952549188 -1824171972 1545883217 1954845716 1991730659 -526924802 -1605281479 432222526 -961798084 728956625 353051522 963939060 1283220912 -904201229 -356648477 -389721919 -1779134539 891985777 -1597216981 -906092581 629593790 -1935921160 834225341 -1500306089 619694838 68781706 505564162 -1474455504 -1982633518 1274178910 -393761620 -1968997880 -953075290 -832143491 -1891441237 -885565865 -1368326523 -1404589984 475642997 -1874339309 107348400 1094772406 -857858244 1407894523 -1807246328 -1538207101 227729022 -51009091 748865857 591874528 1228240097 528334005 -1490337837 1773011062 -1435258548 -1934252864 -1457412810 -934679004 -1999200031 776804115 -1275086402 -2143776378 -901943861 186563442 -458278077 -1413690749 334158745 1240689783 -765468197 -969267593 1715410421 1186920031 783427775 -613886168 2024565742 -1898034342 354519096 9274325 456145171 -509506962 1575862261 845762663 -1078155390 -37831897 1303665122 1665835778 1818534516 -1931798064 1438819121 -701306301 -513512699 -987548098 1530200513 -366809069 -192987230 630331935 -1795364534 1268350819 1235845208 183366132 1817841681 -1304451062 -365960236 140441620 895882897 -1974037576 -775883640 -1874162677 573942835 -2085965013 1736278300 -1914411277 161332184 -1941406797 -724289472 -387680235 987879501 1497714701 -668694483 791019684 161713372 897186683 -1886647354 -158239460 683513071 -1141941635 20102067 240305789 1515536957 -201384499 -1246363807 1027056716 1652611160 -1496890745 -1133072719 1368681091 1130040649 464315614 -448664143 141747413 698890306 -2039457637 -1857779027 -1618460964 -1870808232 1293616113 -1275482979 354374795 371944225 -444824565 -266938033 -1896328314 239828797 632274552 -770218855 408280059 1149881575 -474154757 -559496197 -1662291815 1712813626 146580195 353039321 853982517 253915854 -1585084581 1971765117 1427315347 1103937751 -944572623 178207838 -1755948304 174742925 -1918056883 443257543 837994915 1518394395 -1822034844 -778404743 -1506020441 -387687466 -1458204291 964970217 1171701016 87357867 1154345301 532448978 -1878837541 387814519 242544821 2112492839 -1969773156 -499870627 -107372925 1214947339 -1897377338 -1945729570 1468302055 1975572035 10665275 1516741857 -1730873426 243701064 1727578534 1044700599 1361609984 735022995 1771581253 -129560508 1197995569 -1997945455 -88319544 1947116051 1447120023 -2068004477 -152832087 -9561719 1843885051 554804329 386939326 -976094107 -268665472 -474678100 -1675620327 390856763 -1989695644 1414426925 580986146 318544008 -2106397904 -2013956721 656247938 -577849496 1487541233 -1115985650 186598225 2127669674 -716143368 1461893354 253564339 1460056460 -1975979234 -895828007"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","constraint","constraints","constraint_handling_method","fitness_function","global-best-val","global-best-x","global-best-y","highlight-mode","iterations","max-x","max-y","particle-inertia","particle-speed-limit","path-to-load","path-to-save","personal-confidence","population-size","swarm-confidence","trails-mode","true-best-patch"
"-100","100","-100","100","0","nobody","10","""NEITHER""","-1","""Constraint 2""","true","""Rejection Method""","""Langermann""","0","100","100","""Best found""","0","100","100","0.3","13","""filename.txt""","""setting_1.txt""","0.3","10","1.8","""None""","{patch 40 80}"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","vx","vy","personal-best-val","personal-best-x","personal-best-y"
"0","45","297","85.48291864645384","52.3188738225179","""default""","""""","9.9","{all-turtles}","false","7","1","""up""","-1.4421193363668834","-1.3132737906948058","0.05772237812739027","85.48291864645384","52.3188738225179"
"1","35","276","15.586846576503177","35.90554122455711","""default""","""""","9.9","{all-turtles}","false","7","1","""up""","-1.624175556269335","-0.7574901985118371","0.07899304638795493","15.586846576503177","35.90554122455711"
"2","15","197","77.07876230323987","66.05240081354165","""default""","""""","9.9","{all-turtles}","false","7","1","""up""","-0.5406621472721165","0.7918692134208999","0.16375495274670146","77.07876230323987","66.05240081354165"
"3","35","33","17.051134104051272","15.4174376039484","""default""","""""","9.9","{all-turtles}","false","7","1","""up""","0.2461296134490846","-1.0190179944746431","0.023830570421283233","17.051134104051272","15.4174376039484"
"4","105","2","48.481277756025804","45.26267317228141","""default""","""""","9.9","{all-turtles}","false","7","1","""up""","-0.559585803753774","-1.556410964828577","0.20552639213086757","48.481277756025804","45.26267317228141"
"5","35","153","35.74956631817338","33.56078789037909","""default""","""""","9.9","{all-turtles}","false","7","1","""up""","0.6833162826636066","1.1224042901701319","0.10268772001445174","35.74956631817338","33.56078789037909"
"6","15","33","53.93623242352132","44.589610131483795","""default""","""""","9.9","{all-turtles}","false","7","1","""up""","1.4807276649549401","-0.18707901045033762","0.18439142273108838","53.93623242352132","44.589610131483795"
"7","105","299","13.765445073625003","37.346967384183785","""default""","""""","9.9","{all-turtles}","false","7","1","""up""","0.546748512293508","0.0909290585039884","0.07882730640356815","13.765445073625003","37.346967384183785"
"8","85","171","62.9674398241541","32.14386619518234","""default""","""""","9.9","{all-turtles}","false","7","1","""up""","-1.785380874842392","0.7792394464730819","0.05655180351106854","62.9674398241541","32.14386619518234"
"9","115","210","20.540354126059967","8.924761136975278","""default""","""""","9.9","{all-turtles}","false","7","1","""up""","0.21669942787031152","-0.05736080616537348","0.018689838644809803","20.540354126059967","8.924761136975278"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","val"
"-77","-13","15","""""","9.9","0"
"-76","-13","15","""""","9.9","0"
"-75","-13","15","""""","9.9","0"
"-74","-13","15","""""","9.9","0"
"-73","-13","15","""""","9.9","0"
"-72","-13","15","""""","9.9","0"
"-71","-13","15","""""","9.9","0"
"-70","-13","15","""""","9.9","0"
"-69","-13","15","""""","9.9","0"
"-68","-13","15","""""","9.9","0"
"-67","-13","15","""""","9.9","0"
"-66","-13","15","""""","9.9","0"
"-65","-13","15","""""","9.9","0"
"-64","-13","15","""""","9.9","0"
"-63","-13","15","""""","9.9","0"
"-62","-13","15","""""","9.9","0"
"-61","-13","15","""""","9.9","0"
"-60","-13","15","""""","9.9","0"
"-59","-13","15","""""","9.9","0"
"-58","-13","15","""""","9.9","0"
"-57","-13","15","""""","9.9","0"
"-56","-13","15","""""","9.9","0"
"-55","-13","15","""""","9.9","0"
"-54","-13","15","""""","9.9","0"
"-53","-13","15","""""","9.9","0"
"-52","-13","15","""""","9.9","0"
"-51","-13","15","""""","9.9","0"
"-50","-13","15","""""","9.9","0"
"-49","-13","15","""""","9.9","0"
"-48","-13","15","""""","9.9","0"
"-47","-13","15","""""","9.9","0"
"-46","-13","15","""""","9.9","0"
"-45","-13","15","""""","9.9","0"
"-44","-13","15","""""","9.9","0"
"-43","-13","15","""""","9.9","0"
"-42","-13","15","""""","9.9","0"
"-41","-13","15","""""","9.9","0"
"-40","-13","15","""""","9.9","0"
"-39","-13","15","""""","9.9","0"
"-38","-13","15","""""","9.9","0"
"-37","-13","15","""""","9.9","0"
"-36","-13","15","""""","9.9","0"
"-35","-13","15","""""","9.9","0"
"-34","-13","15","""""","9.9","0"
"-33","-13","15","""""","9.9","0"
"-32","-13","15","""""","9.9","0"
"-31","-13","15","""""","9.9","0"
"-30","-13","15","""""","9.9","0"
"-29","-13","15","""""","9.9","0"
"-28","-13","15","""""","9.9","0"
"-27","-13","15","""""","9.9","0"
"-26","-13","15","""""","9.9","0"
"-25","-13","15","""""","9.9","0"
"-24","-13","15","""""","9.9","0"
"-23","-13","15","""""","9.9","0"
"-22","-13","15","""""","9.9","0"
"-21","-13","15","""""","9.9","0"
"-20","-13","15","""""","9.9","0"
"-19","-13","15","""""","9.9","0"
"-18","-13","15","""""","9.9","0"
"-17","-13","15","""""","9.9","0"
"-16","-13","15","""""","9.9","0"
"-15","-13","15","""""","9.9","0"
"-14","-13","15","""""","9.9","0"
"-13","-13","15","""""","9.9","0"
"-12","-13","15","""""","9.9","0"
"-11","-13","15","""""","9.9","0"
"-10","-13","15","""""","9.9","0"
"-9","-13","15","""""","9.9","0"
"-8","-13","15","""""","9.9","0"
"-7","-13","15","""""","9.9","0"
"-6","-13","15","""""","9.9","0"
"-5","-13","15","""""","9.9","0"
"-4","-13","15","""""","9.9","0"
"-3","-13","15","""""","9.9","0"
"-2","-13","15","""""","9.9","0"
"-1","-13","15","""""","9.9","0"
"0","-13","15","""""","9.9","0"
"1","-13","15","""""","9.9","0"
"2","-13","15","""""","9.9","0"
"3","-13","15","""""","9.9","0"
"4","-13","15","""""","9.9","0"
"5","-13","15","""""","9.9","0"
"6","-13","15","""""","9.9","0"
"7","-13","15","""""","9.9","0"
"8","-13","15","""""","9.9","0"
"9","-13","15","""""","9.9","0"
"10","-13","15","""""","9.9","0"
"11","-13","15","""""","9.9","0"
"12","-13","15","""""","9.9","0"
"13","-13","15","""""","9.9","0"
"14","-13","15","""""","9.9","0"
"15","-13","15","""""","9.9","0"
"16","-13","15","""""","9.9","0"
"17","-13","15","""""","9.9","0"
"18","-13","15","""""","9.9","0"
"19","-13","15","""""","9.9","0"
"20","-13","15","""""","9.9","0"
"21","-13","15","""""","9.9","0"
"22","-13","15","""""","9.9","0"
"23","-13","15","""""","9.9","0"
"24","-13","15","""""","9.9","0"
"25","-13","15","""""","9.9","0"
"26","-13","15","""""","9.9","0"
"27","-13","15","""""","9.9","0"
"28","-13","15","""""","9.9","0"
"29","-13","15","""""","9.9","0"
"30","-13","15","""""","9.9","0"
"31","-13","15","""""","9.9","0"
"32","-13","15","""""","9.9","0"
"33","-13","15","""""","9.9","0"
"34","-13","15","""""","9.9","0"
"35","-13","15","""""","9.9","0"
"36","-13","15","""""","9.9","0"
"37","-13","15","""""","9.9","0"
"38","-13","15","""""","9.9","0"
"39","-13","15","""""","9.9","0"
"40","-13","15","""""","9.9","0"
"41","-13","15","""""","9.9","0"
"42","-13","15","""""","9.9","0"
"43","-13","15","""""","9.9","0"
"44","-13","15","""""","9.9","0"
"45","-13","15","""""","9.9","0"
"46","-13","15","""""","9.9","0"
"47","-13","15","""""","9.9","0"
"48","-13","15","""""","9.9","0"
"49","-13","15","""""","9.9","0"
"50","-13","15","""""","9.9","0"
"51","-13","15","""""","9.9","0"
"52","-13","15","""""","9.9","0"
"53","-13","15","""""","9.9","0"
"54","-13","15","""""","9.9","0"
"55","-13","15","""""","9.9","0"
"56","-13","15","""""","9.9","0"
"57","-13","15","""""","9.9","0"
"58","-13","15","""""","9.9","0"
"59","-13","15","""""","9.9","0"
"60","-13","15","""""","9.9","0"
"61","-13","15","""""","9.9","0"
"62","-13","15","""""","9.9","0"
"63","-13","15","""""","9.9","0"
"64","-13","15","""""","9.9","0"
"65","-13","15","""""","9.9","0"
"66","-13","15","""""","9.9","0"
"67","-13","15","""""","9.9","0"
"68","-13","15","""""","9.9","0"
"69","-13","15","""""","9.9","0"
"70","-13","15","""""","9.9","0"
"71","-13","15","""""","9.9","0"
"72","-13","15","""""","9.9","0"
"73","-13","15","""""","9.9","0"
"74","-13","15","""""","9.9","0"
"75","-13","15","""""","9.9","0"
"76","-13","15","""""","9.9","0"
"77","-13","15","""""","9.9","0"
"78","-13","15","""""","9.9","0"
"79","-13","15","""""","9.9","0"
"80","-13","15","""""","9.9","0"
"81","-13","15","""""","9.9","0"
"82","-13","15","""""","9.9","0"
"83","-13","15","""""","9.9","0"
"84","-13","15","""""","9.9","0"
"85","-13","15","""""","9.9","0"
"86","-13","15","""""","9.9","0"
"87","-13","15","""""","9.9","0"
"88","-13","15","""""","9.9","0"
"89","-13","15","""""","9.9","0"
"90","-13","15","""""","9.9","0"
"91","-13","15","""""","9.9","0"
"92","-13","15","""""","9.9","0"
"93","-13","15","""""","9.9","0"
"94","-13","15","""""","9.9","0"
"95","-13","15","""""","9.9","0"
"96","-13","15","""""","9.9","0"
"97","-13","15","""""","9.9","0"
"98","-13","15","""""","9.9","0"
"99","-13","15","""""","9.9","0"
"100","-13","15","""""","9.9","0"
"-100","-14","15","""""","9.9","0"
"-99","-14","15","""""","9.9","0"
"-98","-14","15","""""","9.9","0"
"-97","-14","15","""""","9.9","0"
"-96","-14","15","""""","9.9","0"
"-95","-14","15","""""","9.9","0"
"-94","-14","15","""""","9.9","0"
"-93","-14","15","""""","9.9","0"
"-92","-14","15","""""","9.9","0"
"-91","-14","15","""""","9.9","0"
"-90","-14","15","""""","9.9","0"
"-89","-14","15","""""","9.9","0"
"-88","-14","15","""""","9.9","0"
"-87","-14","15","""""","9.9","0"
"-86","-14","15","""""","9.9","0"
"-85","-14","15","""""","9.9","0"
"-84","-14","15","""""","9.9","0"
"-83","-14","15","""""","9.9","0"
"-82","-14","15","""""","9.9","0"
"-81","-14","15","""""","9.9","0"
"-80","-14","15","""""","9.9","0"
"-79","-14","15","""""","9.9","0"
"-78","-14","15","""""","9.9","0"
"-77","-14","15","""""","9.9","0"
"-76","-14","15","""""","9.9","0"
"-75","-14","15","""""","9.9","0"
"-74","-14","15","""""","9.9","0"
"-73","-14","15","""""","9.9","0"
"-72","-14","15","""""","9.9","0"
"-71","-14","15","""""","9.9","0"
"-70","-14","15","""""","9.9","0"
"-69","-14","15","""""","9.9","0"
"-68","-14","15","""""","9.9","0"
"-67","-14","15","""""","9.9","0"
"-66","-14","15","""""","9.9","0"
"-65","-14","15","""""","9.9","0"
"-64","-14","15","""""","9.9","0"
"-63","-14","15","""""","9.9","0"
"-62","-14","15","""""","9.9","0"
"-61","-14","15","""""","9.9","0"
"-60","-14","15","""""","9.9","0"
"-59","-14","15","""""","9.9","0"
"-58","-14","15","""""","9.9","0"
"-57","-14","15","""""","9.9","0"
"-56","-14","15","""""","9.9","0"
"-55","-14","15","""""","9.9","0"
"-54","-14","15","""""","9.9","0"
"-53","-14","15","""""","9.9","0"
"-52","-14","15","""""","9.9","0"
"-51","-14","15","""""","9.9","0"
"-50","-14","15","""""","9.9","0"
"-49","-14","15","""""","9.9","0"
"-48","-14","15","""""","9.9","0"
"-47","-14","15","""""","9.9","0"
"-46","-14","15","""""","9.9","0"
"-45","-14","15","""""","9.9","0"
"-44","-14","15","""""","9.9","0"
"-43","-14","15","""""","9.9","0"
"-42","-14","15","""""","9.9","0"
"-41","-14","15","""""","9.9","0"
"-40","-14","15","""""","9.9","0"
"-39","-14","15","""""","9.9","0"
"-38","-14","15","""""","9.9","0"
"-37","-14","15","""""","9.9","0"
"-36","-14","15","""""","9.9","0"
"-35","-14","15","""""","9.9","0"
"-34","-14","15","""""","9.9","0"
"-33","-14","15","""""","9.9","0"
"-32","-14","15","""""","9.9","0"
"-31","-14","15","""""","9.9","0"
"-30","-14","15","""""","9.9","0"
"-29","-14","15","""""","9.9","0"
"-28","-14","15","""""","9.9","0"
"-27","-14","15","""""","9.9","0"
"-26","-14","15","""""","9.9","0"
"-25","-14","15","""""","9.9","0"
"-24","-14","15","""""","9.9","0"
"-23","-14","15","""""","9.9","0"
"-22","-14","15","""""","9.9","0"
"-21","-14","15","""""","9.9","0"
"-20","-14","15","""""","9.9","0"
"-19","-14","15","""""","9.9","0"
"-18","-14","15","""""","9.9","0"
"-17","-14","15","""""","9.9","0"
"-16","-14","15","""""","9.9","0"
"-15","-14","15","""""","9.9","0"
"-14","-14","15","""""","9.9","0"
"-13","-14","15","""""","9.9","0"
"-12","-14","15","""""","9.9","0"
"-11","-14","15","""""","9.9","0"
"-10","-14","15","""""","9.9","0"
"-9","-14","15","""""","9.9","0"
"-8","-14","15","""""","9.9","0"
"-7","-14","15","""""","9.9","0"
"-6","-14","15","""""","9.9","0"
"-5","-14","15","""""","9.9","0"
"-4","-14","15","""""","9.9","0"
"-3","-14","15","""""","9.9","0"
"-2","-14","15","""""","9.9","0"
"-1","-14","15","""""","9.9","0"
"0","-14","15","""""","9.9","0"
"1","-14","15","""""","9.9","0"
"2","-14","15","""""","9.9","0"
"3","-14","15","""""","9.9","0"
"4","-14","15","""""","9.9","0"
"5","-14","15","""""","9.9","0"
"6","-14","15","""""","9.9","0"
"7","-14","15","""""","9.9","0"
"8","-14","15","""""","9.9","0"
"9","-14","15","""""","9.9","0"
"10","-14","15","""""","9.9","0"
"11","-14","15","""""","9.9","0"
"12","-14","15","""""","9.9","0"
"13","-14","15","""""","9.9","0"
"14","-14","15","""""","9.9","0"
"15","-14","15","""""","9.9","0"
"16","-14","15","""""","9.9","0"
"17","-14","15","""""","9.9","0"
"18","-14","15","""""","9.9","0"
"19","-14","15","""""","9.9","0"
"20","-14","15","""""","9.9","0"
"21","-14","15","""""","9.9","0"
"22","-14","15","""""","9.9","0"
"23","-14","15","""""","9.9","0"
"24","-14","15","""""","9.9","0"
"25","-14","15","""""","9.9","0"
"26","-14","15","""""","9.9","0"
"27","-14","15","""""","9.9","0"
"28","-14","15","""""","9.9","0"
"29","-14","15","""""","9.9","0"
"30","-14","15","""""","9.9","0"
"31","-14","15","""""","9.9","0"
"32","-14","15","""""","9.9","0"
"33","-14","15","""""","9.9","0"
"34","-14","15","""""","9.9","0"
"35","-14","15","""""","9.9","0"
"36","-14","15","""""","9.9","0"
"37","-14","15","""""","9.9","0"
"38","-14","15","""""","9.9","0"
"39","-14","15","""""","9.9","0"
"40","-14","15","""""","9.9","0"
"41","-14","15","""""","9.9","0"
"42","-14","15","""""","9.9","0"
"43","-14","15","""""","9.9","0"
"44","-14","15","""""","9.9","0"
"45","-14","15","""""","9.9","0"
"46","-14","15","""""","9.9","0"
"47","-14","15","""""","9.9","0"
"48","-14","15","""""","9.9","0"
"49","-14","15","""""","9.9","0"
"50","-14","15","""""","9.9","0"
"51","-14","15","""""","9.9","0"
"52","-14","15","""""","9.9","0"
"53","-14","15","""""","9.9","0"
"54","-14","15","""""","9.9","0"
"55","-14","15","""""","9.9","0"
"56","-14","15","""""","9.9","0"
"57","-14","15","""""","9.9","0"
"58","-14","15","""""","9.9","0"
"59","-14","15","""""","9.9","0"
"60","-14","15","""""","9.9","0"
"61","-14","15","""""","9.9","0"
"62","-14","15","""""","9.9","0"
"63","-14","15","""""","9.9","0"
"64","-14","15","""""","9.9","0"
"65","-14","15","""""","9.9","0"
"66","-14","15","""""","9.9","0"
"67","-14","15","""""","9.9","0"
"68","-14","15","""""","9.9","0"
"69","-14","15","""""","9.9","0"
"70","-14","15","""""","9.9","0"
"71","-14","15","""""","9.9","0"
"72","-14","15","""""","9.9","0"
"73","-14","15","""""","9.9","0"
"74","-14","15","""""","9.9","0"
"75","-14","15","""""","9.9","0"
"76","-14","15","""""","9.9","0"
"77","-14","15","""""","9.9","0"
"78","-14","15","""""","9.9","0"
"79","-14","15","""""","9.9","0"
"80","-14","15","""""","9.9","0"
"81","-14","15","""""","9.9","0"
"82","-14","15","""""","9.9","0"
"83","-14","15","""""","9.9","0"
"84","-14","15","""""","9.9","0"
"85","-14","15","""""","9.9","0"
"86","-14","15","""""","9.9","0"
"87","-14","15","""""","9.9","0"
"88","-14","15","""""","9.9","0"
"89","-14","15","""""","9.9","0"
"90","-14","15","""""","9.9","0"
"91","-14","15","""""","9.9","0"
"92","-14","15","""""","9.9","0"
"93","-14","15","""""","9.9","0"
"94","-14","15","""""","9.9","0"
"95","-14","15","""""","9.9","0"
"96","-14","15","""""","9.9","0"
"97","-14","15","""""","9.9","0"
"98","-14","15","""""","9.9","0"
"99","-14","15","""""","9.9","0"
"100","-14","15","""""","9.9","0"
"-100","-15","15","""""","9.9","0"
"-99","-15","15","""""","9.9","0"
"-98","-15","15","""""","9.9","0"
"-97","-15","15","""""","9.9","0"
"-96","-15","15","""""","9.9","0"
"-95","-15","15","""""","9.9","0"
"-94","-15","15","""""","9.9","0"
"-93","-15","15","""""","9.9","0"
"-92","-15","15","""""","9.9","0"
"-91","-15","15","""""","9.9","0"
"-90","-15","15","""""","9.9","0"
"-89","-15","15","""""","9.9","0"
"-88","-15","15","""""","9.9","0"
"-87","-15","15","""""","9.9","0"
"-86","-15","15","""""","9.9","0"
"-85","-15","15","""""","9.9","0"
"-84","-15","15","""""","9.9","0"
"-83","-15","15","""""","9.9","0"
"-82","-15","15","""""","9.9","0"
"-81","-15","15","""""","9.9","0"
"-80","-15","15","""""","9.9","0"
"-79","-15","15","""""","9.9","0"
"-78","-15","15","""""","9.9","0"
"-77","-15","15","""""","9.9","0"
"-76","-15","15","""""","9.9","0"
"-75","-15","15","""""","9.9","0"
"-74","-15","15","""""","9.9","0"
"-73","-15","15","""""","9.9","0"
"-72","-15","15","""""","9.9","0"
"-71","-15","15","""""","9.9","0"
"-70","-15","15","""""","9.9","0"
"-69","-15","15","""""","9.9","0"
"-68","-15","15","""""","9.9","0"
"-67","-15","15","""""","9.9","0"
"-66","-15","15","""""","9.9","0"
"-65","-15","15","""""","9.9","0"
"-64","-15","15","""""","9.9","0"
"-63","-15","15","""""","9.9","0"
"-62","-15","15","""""","9.9","0"
"-61","-15","15","""""","9.9","0"
"-60","-15","15","""""","9.9","0"
"-59","-15","15","""""","9.9","0"
"-58","-15","15","""""","9.9","0"
"-57","-15","15","""""","9.9","0"
"-56","-15","15","""""","9.9","0"
"-55","-15","15","""""","9.9","0"
"-54","-15","15","""""","9.9","0"
"-53","-15","15","""""","9.9","0"
"-52","-15","15","""""","9.9","0"
"-51","-15","15","""""","9.9","0"
"-50","-15","15","""""","9.9","0"
"-49","-15","15","""""","9.9","0"
"-48","-15","15","""""","9.9","0"
"-47","-15","15","""""","9.9","0"
"-46","-15","15","""""","9.9","0"
"-45","-15","15","""""","9.9","0"
"-44","-15","15","""""","9.9","0"
"-43","-15","15","""""","9.9","0"
"-42","-15","15","""""","9.9","0"
"-41","-15","15","""""","9.9","0"
"-40","-15","15","""""","9.9","0"
"-39","-15","15","""""","9.9","0"
"-38","-15","15","""""","9.9","0"
"-37","-15","15","""""","9.9","0"
"-36","-15","15","""""","9.9","0"
"-35","-15","15","""""","9.9","0"
"-34","-15","15","""""","9.9","0"
"-33","-15","15","""""","9.9","0"
"-32","-15","15","""""","9.9","0"
"-31","-15","15","""""","9.9","0"
"-30","-15","15","""""","9.9","0"
"-29","-15","15","""""","9.9","0"
"-28","-15","15","""""","9.9","0"
"-27","-15","15","""""","9.9","0"
"-26","-15","15","""""","9.9","0"
"-25","-15","15","""""","9.9","0"
"-24","-15","15","""""","9.9","0"
"-23","-15","15","""""","9.9","0"
"-22","-15","15","""""","9.9","0"
"-21","-15","15","""""","9.9","0"
"-20","-15","15","""""","9.9","0"
"-19","-15","15","""""","9.9","0"
"-18","-15","15","""""","9.9","0"
"-17","-15","15","""""","9.9","0"
"-16","-15","15","""""","9.9","0"
"-15","-15","15","""""","9.9","0"
"-14","-15","15","""""","9.9","0"
"-13","-15","15","""""","9.9","0"
"-12","-15","15","""""","9.9","0"
"-11","-15","15","""""","9.9","0"
"-10","-15","15","""""","9.9","0"
"-9","-15","15","""""","9.9","0"
"-8","-15","15","""""","9.9","0"
"-7","-15","15","""""","9.9","0"
"-6","-15","15","""""","9.9","0"
"-5","-15","15","""""","9.9","0"
"-4","-15","15","""""","9.9","0"
"-3","-15","15","""""","9.9","0"
"-2","-15","15","""""","9.9","0"
"-1","-15","15","""""","9.9","0"
"0","-15","15","""""","9.9","0"
"1","-15","15","""""","9.9","0"
"2","-15","15","""""","9.9","0"
"3","-15","15","""""","9.9","0"
"4","-15","15","""""","9.9","0"
"5","-15","15","""""","9.9","0"
"6","-15","15","""""","9.9","0"
"7","-15","15","""""","9.9","0"
"8","-15","15","""""","9.9","0"
"9","-15","15","""""","9.9","0"
"10","-15","15","""""","9.9","0"
"11","-15","15","""""","9.9","0"
"12","-15","15","""""","9.9","0"
"13","-15","15","""""","9.9","0"
"14","-15","15","""""","9.9","0"
"15","-15","15","""""","9.9","0"
"16","-15","15","""""","9.9","0"
"17","-15","15","""""","9.9","0"
"18","-15","15","""""","9.9","0"
"19","-15","15","""""","9.9","0"
"20","-15","15","""""","9.9","0"
"21","-15","15","""""","9.9","0"
"22","-15","15","""""","9.9","0"
"23","-15","15","""""","9.9","0"
"24","-15","15","""""","9.9","0"
"25","-15","15","""""","9.9","0"
